hs_code,대분류 선택                                           
4818,화장지와이와유사한종이ㆍ셀롤로오스워딩ㆍ셀룰로오스섬유의웹(web)(가정용이나위생용으로사용되는것으로서폭이36센티미터이하인롤모양이나특정의크기나모양으로절단한것으로한정한다)ㆍ손수건ㆍ클렌징티슈ㆍ타월ㆍ책상보ㆍ서비에트(serviette)ㆍ베드시트와이와유사한가정용품ㆍ위생용품이나병원용품ㆍ의류와의류부속품[제지용펄프ㆍ종이ㆍ셀룰로오스워딩ㆍ셀룰로오스섬유의웹(web)으로만든것으로한정한다]
4819,"종이ㆍ판지ㆍ셀룰로오스워딩ㆍ셀룰로오스섬유의웹(web)으로만든상자ㆍ포장대ㆍ그밖의포장용기,종이나판지로만든서류상자ㆍ서류받침과이와유사한물품(사무실ㆍ상점이나이와유사한곳에서사용하는것으로한정한다)"
4820,"종이나판지로만든장부ㆍ회계부ㆍ노트북ㆍ주문장ㆍ영수장ㆍ편지지철ㆍ메모철ㆍ일기장과이와유사한물품ㆍ연습장ㆍ압지철(blotting-pad)ㆍ바인더[예:루스리프(loose-leaf)등]ㆍ폴더ㆍ서류철표지ㆍ각종사무용양식ㆍ삽입식카본세트와그밖의문구류,견본용이나수집용앨범과책커버"
4821,종이나판지로만든레이블(인쇄하였는지에상관없다)
4822,제지용펄프ㆍ종이ㆍ판지로만든보빈(bobbin)ㆍ스풀(spool)ㆍ콥(cop)과이와유사한물품(구멍을뚫은것인지또는경화한것인지에상관없다)
4823,"그밖의종이ㆍ판지ㆍ셀룰로오스워딩ㆍ셀룰로오스섬유의웹(web)(특정한크기나모양으로절단한것으로한정한다),제지용펄프ㆍ종이ㆍ판지ㆍ셀룰로오스워딩ㆍ셀룰로오스섬유의웹(web)으로만든그밖의제품"
4901,인쇄서적ㆍ소책자ㆍ리플릿(leaflet)과이와유사한인쇄물(단매인지에상관없다)
4902,신문ㆍ잡지ㆍ정기간행물(그림이나광고선전물이있는지에상관없다)
4903,아동용의  그림책과  습화책
4905,"지도ㆍ해도나이와유사한차트(제본한것ㆍ벽걸이용의것ㆍ지형도와지구의를포함하며,인쇄한것으로한정한다)"
4906,설계도와  도안 (수제의  원도 ).육필책자  및  이들을복사한것
4907,"사용하지 아니한 우표ㆍ수입인지 또는 이와 유사한 물품(해당국에서 통용 또는 신규로 발행되는 것으로서 액면가를 갖거나 가질 예정인 것에 한한다),  스탬프를 압인한 지, 수표ㆍ지폐ㆍ채권ㆍ주식 또는 주권 및 이와 유사한 유가증권"
4908,전사지[디칼커매니어(decalcomania)]
4909,"인쇄된  엽서 .그림엽서 ,인쇄카드 (개인인사용 .전언용 .안내용 )"
4910,"카랜더 (인쇄한것 ,카렌더블록포함 )"
4911,그밖의인쇄물(인쇄된서화와사진을포함한다)
5003,견웨이스트(생사를 뽑는데 적합하지 아니한 누에고치. 시웨이스트 및 가아네스톡 포함
5006,견사 .견방사 (소매용의것 )및  누에의  거트
5007,견직물[견웨이스트(waste)의것을포함한다]
5105,"양모ㆍ동물의부드러운털이나거친털[카드(card)하거나코움(comb)한것으로한정하며,코움(comb)한단편모양인양모를포함한다]"
5106,카드(card)한양모사(소매용은제외한다)
5107,코움(comb)한양모사(소매용은제외한다)
5108,"동물의부드러운털로만든실[카드(card)하거나코움(comb)한것으로한정하며,소매용은제외한다]"
5109,양모사나동물의부드러운털로만든실(소매용으로한정한다)
5110,조수모사  또는  마모사 (짐프한마모사포함 )
5111,직물[카드(card)한양모나동물의부드러운털로만든것으로한정한다]
5112,직물[코움(comb)한양모나동물의부드러운털로만든것으로한정한다]
5202,면웨이스트(waste)[실웨이스트(waste)와가닛스톡(garnettedstock)을포함한다]
5203,면 (카아드  또는  코움한것 )
5204,면재봉사(소매용인지에상관없다)
5205,"면사(면의함유량이전중량의100분의85이상인것으로한정하며,재봉사와소매용은제외한다)"
5206,"면사(면의함유량이전중량의100분의85미만인것으로한정하며,재봉사와소매용은제외한다)"
5207,면사(재봉사는제외하며소매용으로한정한다)
5208,면직물(면의함유량이전중량의100분의85이상인것으로서1제곱미터당중량이200그램이하인것으로한정한다)
5209,면직물(면의함유량이전중량의100분의85이상인것으로서1제곱미터당중량이200그램을초과하는것으로한정한다)
5210,면직물(면의함유량이전중량의100분의85미만이고주로인조섬유와혼방한것으로서1제곱미터당중량이200그램이하인것으로한정한다)
5211,면직물(면의함유량이전중량의100분의85미만이고주로인조섬유와혼방한것으로서1제곱미터당중량이200그램을초과하는것으로한정한다)
5212,그밖의면직물
5301,"아마(생것이거나가공은하였으나방적하지않은것으로한정한다),아마의토우(tow)와웨이스트(waste)[실의웨이스트(waste)와가닛스톡(garnettedstock)을포함한다]"
5302,"대마(생것이거나가공은하였으나방적하지않은것으로한정한다),대마의토우(tow)와웨이스트(waste)[실의웨이스트(waste)와가닛스톡(garnettedstock)을포함한다]"
5306,아마사
5308,그밖의식물성섬유사와종이실(paperyarn)
5309,아마직물
5310,제5303호의황마나그밖의방직용인피(靭皮)섬유의직물
5311,기타  식물성  방직용  섬유의  직물과  지사의  직물
5401,인조필라멘트의재봉사(소매용인지에상관없다)
5402,"합성필라멘트사(재봉사와소매용은제외하며,67데시텍스미만인합성모노필라멘트를포함한다)"
5403,"재생ㆍ반(半)합성필라멘트사[재봉사와소매용은제외하며,67데시텍스미만인재생ㆍ반(半)합성모노필라멘트를포함한다]"
5404,"합성모노필라멘트(67데시텍스이상인것으로서횡단면의치수가1밀리미터이하인것으로한정한다),방직용합성섬유재료의스트립(strip)이나이와유사한것[예:인조스트로(straw)](시폭이5밀리미터이하인것으로한정한다)"
5405,"재생 .반합성모노필라멘트 (67데시텍스이상 ,횡단면최대치수 1MM이하 ) 및 재생 또는 반합성방직용 섬유재료의 스트립 또는 이와 유사한것(시폭이 5MM이하)"
5406,"인조장섬유사 (재봉사제외 ,소매용의  것 )"
5407,합성필라멘트사의직물(제5404호재료로직조한직물을포함한다)
5408,재생ㆍ반(半)합성필라멘트사의직물(제5405호의재료로직조한직물을포함한다)
5501,합성필라멘트토우(tow)
5502,"재생 ,반합성장섬유  토우"
5503,합성스테이플섬유[카드(card)ㆍ코움(comb)이나그밖의방적준비처리를한것은제외한다]
5504,재생ㆍ반(半)합성스테이플섬유[카드(card)ㆍ코움(comb)이나그밖의방적준비처리를한것은제외한다]
5505,인조섬유의웨이스트(waste)[노일(noil)ㆍ실의웨이스트ㆍ가닛스톡(garnettedstock)을포함한다]
5506,합성스테이플섬유[카드(card)ㆍ코움(comb)이나그밖의방적준비처리를한것으로한정한다]
5507,재생 .반합성단섬유 (방적준비처리  한  것 )
5508,인조스테이플섬유의재봉사(소매용인지에상관없다)
5509,합성스테이플섬유사(재봉사와소매용은제외한다)
5510,재생ㆍ반(半)합성스테이플섬유사(재봉사와소매용은제외한다)
5512,합성스테이플섬유의직물(합성스테이플섬유의함유량이전중량의100분의85이상인것으로한정한다)
5513,주로면과혼방한합성스테이플섬유의직물(합성스테이플섬유의함유량이전중량의100분의85미만인것으로서1제곱미터당중량이170그램이하인것으로한정한다)
5514,주로면과혼방한합성스테이플섬유의직물(합성스테이플섬유의함유량이전중량의100분의85미만인것으로서1제곱미터당중량이170그램을초과하는것으로한정한다)
5515,합성스테이플섬유의그밖의직물
5516,재생ㆍ반(半)합성스테이플섬유의직물
5601,"방직용섬유의워딩(wadding)과그제품[예:방직용섬유로서길이가5밀리미터이하인것(플록),방직용섬유의더스트(dust)와밀네프(millnep)]"
5602,펠트(felt)(침투ㆍ도포ㆍ피복ㆍ적층한것인지에상관없다)
5603,부직포(침투ㆍ도포ㆍ피복ㆍ적층한것인지에상관없다)
5604,"고무실과고무끈(방직용섬유로피복한것으로한정한다),방직용섬유사,제5404호나제5405호의스트립(strip)과이와유사한물품(고무나플라스틱을침투ㆍ도포ㆍ피복하거나시드한(sheathed)것으로한정한다)"
5605,"금속드리사 (방직용섬유사의  것 ,금속과  결합하거나피복한  것 )"
5606,"짐프사 ,셔니일사  루프웨일사"
5607,"끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블[엮거나짠것인지,고무나플라스틱을침투ㆍ도포ㆍ피복ㆍ시드한(sheathed)것인지에상관없다]"
5608,"매듭이있는그물감[끈ㆍ배의밧줄(cordage)ㆍ로프로만든것으로한정한다],방직용섬유제품으로만든어망,그밖의제품으로만든그물"
5609,"합성 .재생 .반합성  방직용  섬유재료의  스트립 .실의제품 ,끈 .로우프"
5701,"양탄자류와그밖의방직용섬유로만든바닥깔개(매듭이있는것으로한정하며,제품으로된것인지에상관없다)"
5702,"양탄자류와그밖의방직용섬유로만든바닥깔개[직조한것으로한정하고,터프트(tuft)하거나플록(flock)한것은제외하고,제품으로된것인지에상관없으며켈렘(kelem)ㆍ슈맥(schumack)ㆍ카라마니(karamanie)와이와유사한손으로짠러그(rug)를포함한다]"
5703,"양탄자류와그밖의방직용섬유로만든바닥깔개[터프트(tuft)한것으로한정하며,제품으로된것인지에상관없다]"
5705,기타  양탄자류와  기타  방직용  섬유제의  바닥깔개
5801,파일(pile)직물ㆍ셔닐(chenille)직물(제5802호나제5806호에해당하는직물은제외한다)
5802,"테리타월지(terrytowellingfabric)와이와유사한테리(terry)직물[제5806호에해당하는세폭(細幅)직물은제외한다],터프트(tuft)한직물(제5703호에해당하는물품은제외한다)"
5803,거어즈 (세폭직물은  제외 )
5804,"튈(tulle)과그밖의망직물(제직한것ㆍ메리야스편물이나뜨개질편물은제외한다),레이스[원단상태ㆍ스트립(strip)이나모티프(motif)로된것으로한정하며,제6002호부터제6006호까지의편물은제외한다]"
5806,세폭(細幅)직물(제5807호에해당하는것은제외한다)과접착제로접착한경사(經絲)만으로이루어진세폭(細幅)직물(볼덕)
5807,"섬유로만든레이블(label),배지(badge)와이와유사한물품[원단상태인것ㆍ스트립(strip)모양인것ㆍ특정한모양이나크기로절단한것으로한정하며,자수한것은제외한다]"
5808,"원단상태인브레이드(braid)와원단상태인장식용트리밍(trimming)(자수가없는것으로한정하며,메리야스편물이나뜨개질편물은제외한다),술ㆍ폼퐁(pompon)과이와유사한물품"
5809,금속사와  금속드리사를  사용한  직물 (의류 .실내용품등에  사용  되는것 )
5810,자수천[원단상태인것ㆍ스트립(strip)모양인것ㆍ모티프(motif)로된것으로한정한다]
5811,원단상의  방직용  누비제품 (자수포는  제외 )
5901,"서적장정용이나이와유사한용도로사용하는방직용섬유의직물류로서검(gum)이나전분질의물품을도포한것,투사포(tracingcloth),회화용캔버스,모자제조에사용되는버크럼(buckram)과이와유사한경화가공된방직용섬유의직물"
5902,강력사의타이어코드(tyrecord)직물[나일론이나그밖의폴리아미드ㆍ폴리에스테르ㆍ비스코스레이온(viscoserayon)의것으로한정한다]
5903,플라스틱을침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물류(제5902호에해당하는직물류는제외한다)
5904,리놀륨과방직용섬유직물의뒷면을도포하거나피복한것으로만든바닥깔개(특정한모양으로절단한것인지에상관없다)
5905,방직용  섬유제의  벽피복제
5906,고무가공을한방직용섬유의직물류(제5902호에해당하는직물류는제외한다)
5907,기타의  방법으로  침투 .도포 .피복한  방직용  섬유의직물류
5908,여러용도의  심지와  백열가스맨틀  및  백열가스맨틀용관상편물
5910,방직용  섬유제의  전동용 .콘베이어용  벨트와  벨팅
5911,방직용섬유제품과방직용섬유로만든물품(이류의주제7호에열거된물품으로공업용으로사용되는것)
6001,"파일(pile)편물[롱파일(longpile)편물과테리(terry)편물을포함하며,메리야스편물이나뜨개질편물로한정한다]"
6002,메리야스편물이나뜨개질편물(폭이30센티미터이하이며탄성사나고무실의함유중량이전중량의100분의5이상인것으로서제6001호의것은제외한다)
6003,메리야스편물이나뜨개질편물(폭이30센티미터이하인것으로서제6001호나제6002호의것은제외한다)
6004,메리야스편물이나뜨개질편물(폭이30센티미터를초과하며탄성사나고무실의함유중량이전중량의100분의5이상인것으로서제6001호의것은제외한다)
6005,"경(經)편직직물류[거룬(galloon)편직기로제조한것을포함하며,제6001호부터제6004호까지의것은제외한다]"
6006,그밖의메리야스편물이나뜨개질편물
6101,"남성용이나소년용오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과이와유사한의류(메리야스편물과뜨개질편물로한정하며,제6103호의것은제외한다)"
6102,"여성용이나소녀용오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과이와유사한의류(메리야스편물과뜨개질편물로한정하며,제6104호의것은제외한다)"
6103,"남성용이나소년용슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ긴바지ㆍ가슴받이와멜빵이있는바지ㆍ짧은바지(breeches)ㆍ반바지(shorts)(메리야스편물이나뜨개질편물로한정하며,수영복은제외한다)"
6104,"여성용이나소녀용슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴바지ㆍ가슴받이와멜빵이있는바지ㆍ짧은바지(breeches)ㆍ반바지(shorts)(메리야스편물이나뜨개질편물로한정하며,수영복은제외한다)"
6105,남성용이나소년용셔츠(메리야스편물이나뜨개질편물로한정한다)
6106,여성용이나소녀용블라우스ㆍ셔츠ㆍ셔츠블라우스(메리야스편물이나뜨개질편물로한정한다)
6107,남성용이나소년용언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용가운ㆍ드레싱가운과이와유사한물품(메리야스편물이나뜨개질편물로한정한다)
6108,여성용이나소녀용슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용가운ㆍ드레싱가운과이와유사한의류(메리야스편물이나뜨개질편물로한정한다)
6109,티셔츠ㆍ싱글리트(singlet)와그밖의조끼(메리야스편물이나뜨개질편물로한정한다)
6110,저지(jersey)ㆍ풀오버(pullover)ㆍ카디건(cardigan)ㆍ웨이스트코트(waistcoat)와이와유사한의류(메리야스편물이나뜨개질편물로한정한다)
6111,유아용의류와그부속품(메리야스편물이나뜨개질편물로한정한다)
6112,트랙슈트ㆍ스키슈트ㆍ수영복(메리야스편물이나뜨개질편물로한정한다)
6113,고무  및  플라스틱가공한  직물의  의류 (메리야스  및뜨게질편물 )
6114,그밖의의류(메리야스편물이나뜨개질편물로한정한다)
6115,"팬티호스(pantyhose)ㆍ타이츠(tights)ㆍ스타킹과그밖의양말류[단계압박양말류(예:정맥류치료용스타킹)와바닥을대지않은신발류를포함하며,메리야스편물이나뜨개질편물로한정한다]"
6116,장갑류(메리야스편물이나뜨개질편물로한정한다)
6117,그밖의메리야스편물이나뜨개질편물로만든의류부속품과의류ㆍ의류부속품의부분품
6201,남성용이나소년용오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과이와유사한의류(제6203호의것은제외한다)
6202,여성용이나소녀용오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과이와유사한의류(제6204호의것은제외한다)
6203,남성용이나소년용슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ긴바지ㆍ가슴받이와멜빵이있는바지ㆍ짧은바지(breeches)ㆍ반바지(shorts)(수영복은제외한다)
6204,여성용이나소녀용슈트ㆍ앙상블(ensemble)ㆍ재킷ㆍ블레이저(blazer)ㆍ드레스ㆍ스커트ㆍ치마바지ㆍ긴바지ㆍ가슴받이와멜빵이있는바지ㆍ짧은바지(breeches)ㆍ반바지(shorts)(수영복은제외한다)
6205,남성용이나소년용셔츠
6206,여성용이나소녀용블라우스ㆍ셔츠ㆍ셔츠블라우스
6207,남성용이나소년용싱글리트(singlet)와그밖의조끼ㆍ언더팬츠ㆍ브리프(brief)ㆍ나이트셔츠ㆍ파자마ㆍ목욕용가운ㆍ드레싱가운과이와유사한물품
6208,여성용이나소녀용싱글리트(singlet)와그밖의조끼ㆍ슬립ㆍ페티코트(petticoat)ㆍ브리프(brief)ㆍ팬티ㆍ나이트드레스ㆍ파자마ㆍ네그리제(negligee)ㆍ목욕용가운ㆍ드레싱가운과이와유사한의류
6209,유아용의류와그부속품
6210,의류(제5602호ㆍ제5603호ㆍ제5903호ㆍ제5906호ㆍ제5907호의직물류의제품으로한정한다)
6211,트랙슈트ㆍ스키슈트ㆍ수영복과그밖의의류
6212,"브래지어ㆍ거들ㆍ코르셋(corset)ㆍ브레이스(braces)ㆍ서스펜더(suspender)ㆍ가터(garter)와이와유사한제품,이들의부분품(메리야스편물이나뜨개질편물로만든것인지에상관없다)"
6213,손수건
6214,숄(shawl)ㆍ스카프ㆍ머플러ㆍ만틸라(mantilla)ㆍ베일(veil)과이와유사한물품
6215,넥타이류
6216,장갑류 (직물제 )
6217,"그밖의제품으로된의류부속품,의류ㆍ의류부속품의부분품(제6212호에해당하는것은제외한다)"
6301,모포류와여행용러그(rug)
6302,베드린넨(bedlinen)ㆍ테이블린넨(tablelinen)ㆍ토일렛린넨(toiletlinen)ㆍ주방린넨(kitchenlinen)
6303,"커튼[드레이프(drape)를포함한다]ㆍ실내용블라인드(blind),커튼이나침대용밸런스(valance)"
6304,그밖의실내용품(제9404호의물품은제외한다)
6305,포장용빈포대
6306,"방수포(tarpaulin)ㆍ차양ㆍ차일,텐트,돛[보트용ㆍ세일보드(sailboard)용ㆍ랜드크래프트(landcraft)용],캠프용품"
6307,그밖의제품[드레스패턴(dresspattern)을포함한다]
6308,러그용 .태피스트리용 .자수한  테이블보용  직물  및  실로  구성된  ¿트
6309,중고의류  및  기타  중고섬유제품
6310,"넝마(사용하던것이나신품으로한정한다),끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블의스크랩(scrap),끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블제품의폐품(방직용섬유로만든것으로한정한다)"
6401,"방수신발류[바깥바닥과갑피(甲皮)를고무나플라스틱으로만든것으로한정하며,갑피(甲皮)를바닥에스티칭(stitching)ㆍ리베팅(riveting)ㆍ네일링(nailing)ㆍ스크루잉(screwing)ㆍ플러깅(plugging)이나이와유사한방법으로부착하거나조립한것은제외한다]"
6402,그밖의신발류[바깥바닥과갑피(甲皮)를고무나플라스틱으로만든것으로한정한다]
6403,"신발류[바깥바닥을고무ㆍ플라스틱ㆍ가죽ㆍ콤퍼지션레더(compositionleather)로만들고,갑피(甲皮)를가죽으로만든것으로한정한다]"
6404,"신발류[바깥바닥을고무ㆍ플라스틱ㆍ가죽ㆍ콤퍼지션레더(compositionleather)로만들고,갑피(甲皮)를방직용섬유재료로만든것으로한정한다]"
6405,그밖의신발류
6406,"신발류부분품[갑피(甲皮)(바깥바닥을제외한바닥에부착한것인지에상관없다)를포함한다],갈아끼울수있는안창과힐쿠션(heelcushion)이나이와유사한물품,각반ㆍ레깅스나이와유사한물품과이들의부분품"
6501,모체 (펠트제 .미성형의  것 )와  펠트제의  플래토우  및맨숀
6504,모자 (각종재료제의  대를  엮은것  또는  결합하여  만든것 )
6505,"모자[메리야스 또는 뜨개질의 것과 원단상(스트립상의 것을 제외한다)의 레이스ㆍ펠트 또는 기타의 방직용 섬유의 직물류로 만든 것에 한하며, 안을 댄 것 또는 장식한 것인지의 여부를 불문한다)]와 각종 재료제의 헤어네트(안을 댄 것 또는 장식한 것인지의 여부를 불문한다)"
6506,그밖의모자(안을댄것인지또는장식한것인지에상관없다)
6507,모자용  밴드 .내장재 .카버 .해트파운데이숀 .해트프레임 .챙  및  턱끈
6601,산류(傘類)[지팡이겸용우산ㆍ정원용산류(傘類)와이와유사한산류(傘類)를포함한다]
6602,지팡이 .시트스틱 .채찍  및  이와  유사한  것
6603,제6601호나제6602호의물품의부분품ㆍ트리밍(trimming)ㆍ부속품
6701,"우모 .솜털이  붙은  새의  피와  기타부분 ,우모와  그부분 ,솜털  및  이들의  제품"
6702,"인조꽃ㆍ잎ㆍ과실과이들의부분품,인조꽃ㆍ잎ㆍ과실로만든제품"
6703,"인모 ,가발제조용으로  조제한  양모 .기타수모 .기타  방직용  섬유재료"
6704,"가발ㆍ가수염ㆍ눈썹ㆍ속눈썹ㆍ스위치와이와유사한것(사람머리카락ㆍ동물의털ㆍ방직용섬유재료로만든것으로한정한다),사람머리카락으로된제품(따로분류되지않은것으로한정한다)"
6802,"가공한석비용ㆍ건축용석재[슬레이트(slate)는제외한다]와이들의제품(제6801호의물품은제외한다),모자이크큐브와이와유사한것[천연석재의것으로서슬레이트(slate)제품을포함하며,뒷면을보강한것인지에상관없다],인공적으로착색한천연석재[슬레이트(slate)를포함한다]의알갱이ㆍ조각ㆍ가루"
6803,가공한  슬레이트  및  슬레이트제품  또는  응결슬레이트의  제품
6804,"밀스톤(millstone)ㆍ그라인드스톤(grindstone)ㆍ그라인딩휠(grindingwheel)과이와유사한것(연마용ㆍ벼리기용ㆍ광택용ㆍ정형용ㆍ절단용인것으로서프레임을갖추지않은것으로한정한다)ㆍ수지석(手砥石)과이들의부분품[천연석,응결시킨천연ㆍ인조의연마재료로만든것이나도자(陶瓷)제의것으로한정하며,그밖의재료로만든부분품이부착되었는지에상관없다]"
6805,천연ㆍ인조의연마용가루나알갱이를방직용섬유재료ㆍ종이ㆍ판지나그밖의재료에부착한물품(특정한모양으로절단ㆍ봉합한것인지또는그밖의방법으로만든제품인지에상관없다)
6806,"슬래그울(slagwool)ㆍ암면(rockwool)과이와유사한광물성울,박리한버미큘라이트(vermiculite)ㆍ팽창점토ㆍ다포슬래그(slag)와이와유사하게팽창하는광물성재료,단열용ㆍ방음용ㆍ흡음용광물성재료의혼합물과그제품(제6811호ㆍ제6812호나제69류의것은제외한다)"
6807,아스팔트제품이나이와유사한재료[예:석유역청이나콜타르피치(coaltarpitch)]의제품
6808,판넬 .보드 .타일 .블록  및  이와  유사한  물품
6809,플라스터(plaster)제품이나플라스터(plaster)를기본재료로조합한제품
6810,시멘트제품ㆍ콘크리트제품ㆍ인조석제품(보강한것인지에상관없다)
6811,석면시멘트제품ㆍ셀룰로오스파이버시멘트제품이나이와유사한것
6812,"가공한석면섬유,석면을기본재료로한혼합물,석면과탄산마그네슘을기본재료로한혼합물,그혼합물들의제품,석면제품[예:석면의실ㆍ직물ㆍ의류ㆍ모자ㆍ신발ㆍ개스킷(gasket)](보강한것인지에상관없으며제6811호와제6813호의물품은제외한다)"
6813,"마찰재료와그제품[예:시트(sheet)ㆍ롤ㆍ스트립(strip)ㆍ세그먼트ㆍ디스크(disc)ㆍ와셔(washer)ㆍ패드](장착되지않은것으로서브레이크용ㆍ클러치용이나이와유사한용도의석면ㆍ그밖의광물성재료ㆍ셀룰로오스를기본재료로한것으로한정하며,직물이나그밖의재료와결합한것인지에상관없다)"
6814,운모(가공한것으로한정한다)와운모의제품(응결시키거나재생한운모를포함하며종이ㆍ판지나그밖의재료로된지지물에부착한것인지에상관없다)
6815,"석제품이나그밖의광물성재료의제품[탄소섬유ㆍ탄소섬유의제품ㆍ이탄(泥炭)제품을포함하며,따로분류되지않은것으로한정한다]"
6901,블록 .벽돌 .타일  및  기타의  도자제품 (규산질의  화석분으로  제조한것 )
6902,내화벽돌ㆍ내화블록ㆍ내화타일과이와유사한건설용내화도자제품(규산질의화석가루나이와유사한규산질의흙으로만든제품은제외한다)
6903,그밖의내화성도자제품[예:레토르트(retort)ㆍ도가니ㆍ머플ㆍ노즐ㆍ플러그ㆍ서포트ㆍ큐펠(cupel)ㆍ관(管)ㆍ쉬드(sheath)ㆍ막대(rod)](규산질의화석가루나이와유사한규산질의흙으로만든제품은제외한다)
6906,도자제의  관 .도관 .홈통  및  관의  연결구류
6907,"도자제의판석과포장(鋪裝)용ㆍ노(爐)용ㆍ벽용타일(유약처리하지않은것으로한정한다),도자제의모자이크큐브와이와유사한것(유약처리하지않은것으로한정하며,뒷면을보강한것인지에상관없다)"
6909,"실험실용ㆍ화학용이나그밖의공업용도자제품,농업용도자제통과이와유사한용기,물품의수송용ㆍ포장용으로사용하는도자제의항아리ㆍ단지와이와유사한제품"
6910,도자제의설거지통ㆍ세면대ㆍ세면대용받침ㆍ목욕통ㆍ비데ㆍ수세식변기통ㆍ수세식변기용물통ㆍ소변기와이와유사한위생용물품
6911,자기제의식탁용품ㆍ주방용품ㆍ그밖의가정용품ㆍ화장용품
6912,도자제의  식탁용품 .부엌용품 .기타  가정용품  및  화장용품
6913,도자제의작은조각상과그밖의장식용제품
6914,도자제의그밖의제품
7001,파유리  및  유리의  기타  웨이스트와  스크랩 .유리괴
7002,"유리로만든구(球)[제7018호의마이크로스피어(microsphere)는제외한다],막대(rod)나관(管)(가공하지않은것으로한정한다)"
7003,"주입법과롤(roll)법으로제조한유리[시트(sheet)모양이나프로파일(profile)모양으로한정하고,흡수층ㆍ반사층ㆍ무반사층인지에상관없으며그밖의방법으로가공하지않은것으로한정한다]"
7004,"인상법(引上法)과취입법(吹入法)으로제조한유리[시트(sheet)모양으로한정하고,흡수층ㆍ반사층ㆍ무반사층인지에상관없으며그밖의방법으로가공하지않은것으로한정한다]"
7005,"플로트유리(floatglass)와표면을연마한유리[시트(sheet)모양으로한정하고,흡수층ㆍ반사층ㆍ무반사층인지에상관없으며그밖의방법으로가공하지않은것으로한정한다]"
7006,"주입법 .롤법 .인상법 .취입법에  의한  유리 ,플로트 .연마유리 (가공한것 )"
7007,안전유리(강화유리나접합유리로된것으로한정한다)
7008,유리제의  복층절연유니트
7009,"유리거울(백미러를포함하며,틀을붙인것인지에상관없다)"
7010,"유리로만든카보이(carboy)ㆍ병ㆍ플라스크ㆍ단지ㆍ항아리ㆍ약병ㆍ앰플과그밖에이와유사한용기(물품의수송용ㆍ포장용으로한정한다),유리로만든보존병,유리로만든마개ㆍ뚜껑과그밖의마개류"
7011,밀폐되지않은유리로만든외피(벌브와튜브를포함한다)와이들의부분품(전구ㆍ음극선관이나이와유사한용도의것으로서부착물이없는것으로한정한다)
7013,"유리제품(식탁용ㆍ주방용ㆍ화장실용ㆍ사무용ㆍ실내장식용이나이와유사한용도로한정하며,제7010호나제7018호의것은제외한다)"
7014,신호용  유리제품  및  유리제의  광학용품 (광학적으로연마한것  제외 )
7015,"시계용유리와이와유사한유리,안경용(시력교정용인지에상관없다)유리[곡면인것ㆍ구부린것ㆍ중공(中空)인것이나이와유사한것으로광학적으로가공하지않은것으로한정한다],이들의제조에사용하는중공구면(中空球面)유리와그세그먼트"
7017,실험실용ㆍ위생용ㆍ약제용유리제품(눈금이있는지에상관없다)
7018,"유리로만든비드(bead)ㆍ모조진주ㆍ모조귀석과반귀석ㆍ이와유사한유리세공품ㆍ모조신변장식용품을제외한유리제품,인체용을제외한유리안구,작은조각상과램프가공한(lamp-worked)그밖의장식용유리제품(모조신변장식용품은제외한다),지름이1밀리미터를초과하지않는유리로만든마이크로스피어(microsphere)"
7019,유리섬유[글라스울(glasswool)을포함한다]와이들의제품(예:실ㆍ직물)
7020,유리제의  기타  제품
7101,"천연진주나양식진주(가공한것인지또는등급을매긴것인지에상관없으며실로꿴것ㆍ장착되거나세트로된것은제외한다.다만,수송의편의를위하여일시적으로실로꿴것을포함한다)"
