hs_code,대분류 선택                                           
7103,"귀석(다이아몬드는제외한다)과반귀석(가공한것인지또는등급을매긴것인지에상관없으며실로꿴것ㆍ장착되거나세트로된것은제외한다.다만,등급을매기지않은것으로서수송의편의를위하여일시적으로실로꿴것을포함한다)"
7104,"합성ㆍ재생한귀석이나반귀석(가공한것인지또는등급을매긴것인지에상관없으며실로꿴것,장착되거나세트로된것은제외한다.다만,등급을매기지않은것으로서수송의편의를위하여일시적으로실로꿴것을포함한다)"
7105,천연의것이나합성한귀석ㆍ반귀석의더스트(dust)와가루
7106,"은(금이나백금을도금한은을포함하며,가공하지않은것ㆍ반가공한모양이나가루모양인것으로한정한다)"
7107,은을  입힌  비금속 (일차제품보다  더  가공하지  않은것 )
7108,"금(백금을도금한금을포함하며,가공하지않은것ㆍ반가공한모양이나가루모양인것으로한정한다)"
7109,금을  입힌  비금속  또는  은 (일차제품보다  더  가공을하지  않은것 )
7110,백금(가공하지않은것ㆍ반가공한모양이나가루모양인것으로한정한다)
7111,백금을  입힌  비금속 .은 .금 (알차제품보다  더  가공하지않은  것 )
7113,신변장식용품과그부분품(귀금속으로만들거나귀금속을입힌금속으로만든것으로한정한다)
7114,금세공품이나은세공품과이들의부분품(귀금속으로만들거나귀금속을입힌금속으로만든것으로한정한다)
7115,귀금속이나귀금속을입힌금속의그밖의제품
7116,"천연진주나양식진주,귀석이나반귀석(천연의것,합성ㆍ재생한것)의제품"
7117,모조신변장식용품
7201,선철(銑鐵)과스피그라이즌(spiegeleisen)[피그(pig)ㆍ블록(block)모양이나그밖의일차제품(primaryform)형태인것으로한정한다]
7202,합금철(ferro-alloy)
7203,철광석을직접환원하여제조한철제품과그밖의해면질의철제품[럼프(lump)ㆍ펠릿(pellet)이나이와유사한모양인것으로한정한다]과순도가최저전중량의100분의99.94인철[럼프(lump)ㆍ펠릿(pellet)이나이와유사한모양인것으로한정한다]
7204,"철의웨이스트(waste)와스크랩(scrap),철강의재용해용스크랩잉곳(scrapingot)"
7205,알갱이와가루[선철(銑鐵)ㆍ스피그라이즌(spiegeleisen)ㆍ철강의것으로한정한다]
7207,철이나비합금강의반제품
7208,"철이나비합금강의평판압연제품[폭이600밀리미터이상인것으로서열간(熱間)압연한것으로한정하고,클래드(clad)ㆍ도금ㆍ도포한것은제외한다]"
7209,"철이나비합금강의평판압연제품[폭이600밀리미터이상인것으로서냉간압연(냉간환원)한것으로한정하고,클래드(clad)ㆍ도금ㆍ도포한것은제외한다]"
7210,철이나비합금강의평판압연제품[폭이600밀리미터이상인것으로서클래드(clad)ㆍ도금ㆍ도포한것으로한정한다]
7211,"철이나비합금강의평판압연제품[폭이600밀리미터미만인것으로한정하고,클래드(clad)ㆍ도금ㆍ도포한것은제외한다]"
7212,철이나비합금강의평판압연제품[폭이600밀리미터미만인것으로서클래드(clad)ㆍ도금ㆍ도포한것으로한정한다]
7213,철이나비합금강의봉[열간(熱間)압연한것으로서불규칙적으로감은코일모양인것으로한정한다]
7214,"철이나비합금강의그밖의봉[단조(鍛造)ㆍ열간(熱間)압연ㆍ열간인발(熱間引拔)ㆍ열간(熱間)압출보다더가공하지않은것으로한정하고,압연후꼬임가공된것을포함한다]"
7215,철이나비합금강의그밖의봉
7216,철이나비합금강의형강(形鋼)
7217,철이나비합금강의선(線)
7218,스테인리스강[잉곳(ingot)이나그밖의일차제품(primaryform)형태인것으로한정한다]과스테인리스강의반제품
7219,스테인리스강의평판압연제품(폭이600밀리미터이상인것으로한정한다)
7220,스테인리스강의평판압연제품(폭이600밀리미터미만인것으로한정한다)
7221,"스테인레스강의  봉 (열간압연한  것 ,불규칙적으로  감은  코일상의  것 )"
7222,스테인리스강의그밖의봉과스테인리스강의형강(形鋼)
7223,스테인레스강의  선
7224,그밖의합금강[잉곳(ingot)이나그밖의일차제품(primaryform)형태인것으로한정한다]과그밖의합금강의반제품
7225,그밖의합금강의평판압연제품(폭이600밀리미터이상인것으로한정한다)
7226,그밖의합금강의평판압연제품(폭이600밀리미터미만인것으로한정한다)
7227,그밖의합금강의봉[열간(熱間)압연한것으로서불규칙적으로감은코일모양으로한정한다]
7228,"그밖의합금강의그밖의봉,그밖의합금강의형강(形鋼),합금강이나비합금강의중공(中空)드릴봉"
7229,그밖의합금강의선(線)
7301,철강으로만든널말뚝(sheetpiling)(구멍을뚫은것인지또는조립된것인지에상관없다)과용접된형강(形鋼)
7302,철강으로 만든 철도용이나 궤도용 선로의 건설재료[레일(rail)ㆍ첵레일(check-rail)과 랙레일(rack rail)ㆍ스위치 블레이드(switch blade)ㆍ교차구류(crossing frog)ㆍ전철봉(point rod)과 그 밖의 크로싱피스(crossing piece)ㆍ받침목(크로스타이)ㆍ이음매판(fish-plate)ㆍ좌철(座鐵)ㆍ좌철(座鐵)쐐기ㆍ밑판(sole plate)(베이스플레이트)ㆍ레일클립ㆍ받침판(bedplate)ㆍ격재(tie)와 레일의 접속이나 고착에전용되는 그 밖의 재료로 한정한다]
7303,주철제의  관과  중공프로파일
7304,철강(주철은제외한다)으로만든관(管)과중공(中空)프로파일(profile)[무계목(無繼目)으로한정한다]
7305,"철강으로만든그밖의관(管)[예:용접ㆍ리벳(rivet)이나이와유사한방법으로봉합한것]으로서횡단면이원형이고,바깥지름이406.4밀리미터를초과하는것"
7306,철강으로만든그밖의관(管)과중공(中空)프로파일(profile)[예:오픈심(openseam)ㆍ용접ㆍ리벳(rivet)이나이와유사한방법으로봉합한것]
7307,철강으로만든관(管)연결구류[예:커플링(coupling)ㆍ엘보(elbow)ㆍ슬리브(sleeve)]
7308,"철강으로만든구조물(제9406호의조립식건축물은제외한다)과구조물의부분품[예:다리와교량ㆍ수문ㆍ탑ㆍ격자주(格子柱)ㆍ지붕ㆍ지붕틀ㆍ문과창및이들의틀과문지방ㆍ셔터ㆍ난간ㆍ기둥],구조물용으로가공한철강으로만든판ㆍ대ㆍ봉ㆍ형재(形材)ㆍ관(管)과이와유사한것"
7309,각종  재료용의  철강제  저장조 .탱크 .통 (용적이 30 0L초과 )
7310,"철강으로만든각종재료용탱크ㆍ통ㆍ드럼ㆍ캔ㆍ상자와이와유사한용기(압축용이나액화가스용은제외하고,기계장치나가열ㆍ냉각장치를갖추지않은것으로용적이300리터이하인것으로한정하며,내장한것인지또는열절연한것인지에상관없다)"
7311,철강제의  용기 (압축  또는  액화가스용의  것 )
7312,철강으로만든연선(strandedwire)ㆍ로프ㆍ케이블ㆍ엮은밴드ㆍ사슬과이와유사한것(전기절연한것은제외한다)
7313,"철강제의  유자선 ,대  또는  평선을  꼰것과  느슨하게꼰 2중선 (울타리용 )"
7314,철강선으로만든클로스(cloth)[엔드리스밴드(endlessband)를포함한다]ㆍ그릴ㆍ망ㆍ울타리ㆍ익스팬디드메탈(expandedmetal)
7315,철강으로만든체인과그부분품
7316,철강제의  닻과  그  부분품
7317,철강제의  못 .압정 .제도용핀 .파형못 .스테이플과  이와유사한  물품
7318,철강으로만든스크루(screw)ㆍ볼트(bolt)ㆍ너트(nut)ㆍ코치스크루(coachscrew)ㆍ스크루훅(screwhook)ㆍ리벳(rivet)ㆍ코터(cotter)ㆍ코터핀(cotter-pin)ㆍ와셔(washer)[스프링와셔(springwasher)를포함한다]와이와유사한물품
7319,"철강으로만든수봉침ㆍ수편침ㆍ돗바늘ㆍ코바늘ㆍ자수용천공수침과이와유사한물품으로서손으로사용하는것,철강으로만든안전핀과그밖의핀(따로분류되지않은것으로한정한다)"
7320,철강으로만든스프링과스프링판
7321,철강으로만든스토브(stove)ㆍ레인지(range)ㆍ화상(火床)ㆍ조리기(중앙난방용보조보일러를갖춘것을포함한다)ㆍ바비큐(barbecue)ㆍ화로ㆍ가스풍로ㆍ가열판과이와유사한비전기식가정용기구와이들의부분품
7322,"철강으로만든방열기(중앙난방용으로한정하고,전기가열식은제외한다)와이들의부분품,동력구동식송풍기를갖춘공기가열기와온풍배분기(냉풍이나조절된공기를공급할수있는배분기를포함하고,전기가열식은제외한다)와이들의부분품"
7323,"철강으로만든식탁용품ㆍ주방용품이나그밖의가정용물품과이들의부분품,철강의울,철강으로만든용기세정용구와세정용이나폴리싱(polishing)용패드ㆍ글러브(glove)와이와유사한것"
7324,철강으로만든위생용품과그부분품
7325,철강으로만든그밖의주물제품
7326,철강으로만든그밖의제품
7401,동의  매트와  시멘트동 (침전동 )
7402,정제하지  않은  동과  전해  정제용의  동양극
7403,정제한구리와구리합금(가공하지않은것으로한정한다)
7404,동의  웨이스트와  스크랩
7405,동의  마스터얼로이
7406,구리의가루와플레이크(flake)
7407,구리의봉과프로파일(profile)
7408,구리의선
7409,구리의판ㆍ시트(sheet)ㆍ스트립(두께가0.15밀리미터를초과하는것으로한정한다)
7410,구리의박(箔)[인쇄한것인지또는종이ㆍ판지ㆍ플라스틱이나이와유사한보강재로뒷면을붙인것인지에상관없으며그두께(보강재의두께는제외한다)가0.15밀리미터이하인것으로한정한다]
7411,구리로만든관(管)
7412,구리로만든관(管)연결구류[예:커플링(coupling)ㆍ엘보(elbow)ㆍ슬리브(sleeve)]
7413,동제의  연선 .케이블 .엮은  밴드  및  유사제품 (전기절연한  것  제외 )
7415,"구리로만든못ㆍ압정ㆍ제도용핀ㆍ스테이플(제8305호의것은제외한다)과이와유사한물품[구리로만든것이나구리로만든두부(頭部)를가진철강으로만든것으로한정한다],구리로만든스크루(screw)ㆍ볼트(bolt)ㆍ너트(nut)ㆍ스크루훅(screwhook)ㆍ리벳(rivet)ㆍ코터(cotter)ㆍ코터핀(cotter-pin)ㆍ와셔(washer)[스프링와셔(springwasher)를포함한다]와이와유사한물품"
7418,"구리로만든식탁용품ㆍ주방용품이나그밖의가정용물품과이들의부분품,구리로만든용기세정용구와세정용이나폴리싱(polishing)용패드ㆍ글러브(glove)와이와유사한것,구리로만든위생용품과그부분품"
7419,구리로만든그밖의제품
7502,니켈의괴(塊)
7503,니켈의  웨이스트와  스크랩
7504,니켈의  분과  플레이크
7505,니켈의봉ㆍ프로파일(profile)ㆍ선(線)
7506,니켈의판ㆍ시트(sheet)ㆍ스트립ㆍ박(箔)
7507,니켈로만든관(管)이나관(管)연결구류[예:커플링(coupling)ㆍ엘보(elbow)ㆍ슬리브(sleeve)]
7508,니켈로만든기타제품
7601,알루미늄의괴(塊)
7602,알루미늄의  웨이스트와  스크랩
7603,알루미늄의가루와플레이크(flake)
7604,알루미늄의봉과프로파일(profile)
7605,알루미늄의선
7606,알루미늄의판ㆍ시트(sheet)ㆍ스트립(두께가0.2밀리미터를초과하는것으로한정한다)
7607,알루미늄의박(箔)[인쇄한것인지또는종이ㆍ판지ㆍ플라스틱이나이와유사한보강재로뒷면을붙인것인지에상관없으며그두께(보강재의두께는제외한다)가0.2밀리미터를초과하지않는것으로한정한다]
7608,알루미늄으로만든관(管)
7609,알루미늄제의  관  연결구류 (커플링 .엘보우 .슬리브 )
7610,"알루미늄으로만든구조물(제9406호의조립식건축물은제외한다)과그부분품[예:다리와교량ㆍ수문ㆍ탑ㆍ격자주(格子柱)ㆍ지붕ㆍ지붕틀ㆍ문과창및이들의틀과문지방ㆍ난간ㆍ기둥],구조물용으로가공한알루미늄으로만든판ㆍ봉ㆍ프로파일(profile)ㆍ관(管)과이와유사한것"
7611,알루미늄제  저장조 .탱크 .통  및  유사용기 (용적 300 L초과 )
7612,"알루미늄으로만든각종재료용통ㆍ드럼ㆍ캔ㆍ상자와이와유사한용기(경질이나연질의튜브형용기를포함하고,압축용이나액화가스용은제외하며,기계장치나가열ㆍ냉각장치를갖추지않은것으로서용적이300리터이하인것으로한정하고,내장한것인지또는열절연한것인지에상관없다)"
7613,알루미늄제의  용기 (압축  또는  액화가스용의  것 )
7614,알루미늄으로만든연선ㆍ케이블ㆍ엮은밴드와이와유사한것(전기절연한것은제외한다)
7615,"알루미늄으로만든식탁용품ㆍ주방용품이나그밖의가정용물품과이들의부분품,알루미늄으로만든용기세정용구와세정용이나폴리싱(polishing)용패드ㆍ글러브(glove)와이와유사한것,알루미늄으로만든위생용품과그부분품"
7616,알루미늄으로만든그밖의제품
7801,납의괴(塊)
7804,"납의판ㆍ시트(sheet)ㆍ스트립ㆍ박(箔),가루와플레이크(flake)"
7806,연제의  기타제품
7901,아연의괴(塊)
7903,아연의더스트(dust)ㆍ가루ㆍ플레이크(flake)
7904,아연의  봉 .프로파일  및  선
7905,아연의  판 .쉬트 .대  및  박
7907,아연제의  기타제품
8001,주석의괴(塊)
8002,주석의  웨이스트와  스크랩
8003,주석의  봉 .프로파일  및  선
8007,주석제의  기타제품
8101,텅스텐(월프람)과그제품[웨이스트(waste)와스크랩(scrap)을포함한다]
8102,몰리브데늄과그제품[웨이스트(waste)와스크랩(scrap)을포함한다]
8103,탄탈륨과그제품[웨이스트(waste)와스크랩(scrap)을포함한다]
8104,마그네슘과그제품[웨이스트(waste)와스크랩(scrap)을포함한다]
8105,"코발트의매트(mat)와코발트제련으로생산된그밖의중간생산물,코발트와그제품[웨이스트(waste)와스크랩(scrap)을포함한다]"
8106,비스머드와  그  제품
8107,카드뮴과그제품[웨이스트(waste)와스크랩(scrap)을포함한다]
8108,티타늄과그제품[웨이스트(waste)와스크랩(scrap)을포함한다]
8109,지르코늄과그제품[웨이스트(waste)와스크랩(scrap)을포함한다]
8111,망간과  그  제품 (웨이스트 .스크랩  포함 )
8112,베릴륨ㆍ크로뮴ㆍ게르마늄ㆍ바나듐ㆍ갈륨ㆍ하프늄ㆍ인듐ㆍ니오븀(컬럼븀)ㆍ레늄ㆍ탈륨과이것으로만든제품[웨이스트(waste)와스크랩(scrap)을포함한다]
8113,서미트와  그  제품 (웨이스트와  스크랩  호함 )
8201,"수공구에해당하는것중가래ㆍ삽ㆍ곡괭이ㆍ픽스(picks)ㆍ괭이ㆍ포크와쇠스랑,도끼ㆍ빌훅(billhook)과이와유사한절단용공구,각종전지가위,낫ㆍ초절기(草切機)ㆍ울타리전단기(剪斷機)ㆍ제재(製材)용쐐기와그밖의농업용ㆍ원예용ㆍ임업용공구"
8202,"수동식톱,각종톱날[슬리팅(slitting)ㆍ슬로팅(slotting)ㆍ이가없는톱날을포함한다]"
8203,줄ㆍ플라이어(plier)[절단용플라이어(plier)를포함한다]ㆍ집게ㆍ핀셋ㆍ금속절단용가위ㆍ파이프커터(pipe-cutter)ㆍ볼트크로퍼(boltcropper)ㆍ천공펀치와이와유사한수공구
8204,"수동식스패너(spanner)와렌치(wrench)(토크미터렌치)를포함하나탭렌치(tapwrench)는제외한다],호환성스패너소켓(spannersocket)(손잡이가달린것인지에상관없다)"
8205,"수공구(유리가공용다이아몬드공구를포함하며따로분류되지않은것으로한정한다),블로램프(blowlamp),공작기계의부분품ㆍ부속품외의바이스(vice)ㆍ클램프(clamp)와이와유사한것,모루,가반식화덕,프레임을갖춘수동식이나페달식그라인딩휠(grindingwheel)"
8206,"수동식  톱 .톱날 ,수공구 ,블로우램프등  둘이상  공구의  소매용  세트"
8207,수공구용(동력작동식인지에상관없다)이나기계용호환성공구[예:프레싱(pressing)용ㆍ스탬핑(stamping)용ㆍ펀칭(punching)용ㆍ태핑(tapping)용ㆍ드레딩(threading)용ㆍ드릴링(drilling)용ㆍ보링(boring)용ㆍ브로칭(broaching)용ㆍ밀링(milling)용ㆍ터닝(turning)용ㆍ스크루드라이빙(screwdriving)용][금속의인발(引拔)용이나압출용다이(die)와착암용이나굴착용공구를포함한다]
8208,기계용이나기구용칼과절단용칼날
8209,공구용의  판 .봉 .팁  및  이와  유사한  제품 (장착하지않은  것 )
8210,"수동식  기계기구 (음식물  조리용 ,중량 10KG이하인  것 )"
8211,칼(톱니가있는지에상관없으며절단용칼날을갖춘것으로한정하고전정용칼을포함하며제8208호의칼은제외한다)과그날
8212,면도기와면도날[면도날의블랭크(blank)로서스트립모양인것을포함한다]
8213,가위  및  그  날
8214,"그밖의칼붙이제품[예:이발기ㆍ정육점용이나주방용칼붙이ㆍ토막용칼(chopper)과다지기(mincing)용칼ㆍ종이용칼],매니큐어ㆍ페디큐어(pedicure)세트와용구(손톱줄을포함한다)"
8215,스푼ㆍ포크ㆍ국자ㆍ스키머(skimmer)ㆍ케이크서버(cake-server)ㆍ생선용칼ㆍ버터용칼ㆍ설탕집게와이와유사한주방용품이나식탁용품
8301,"비금속(卑金屬)으로만든자물쇠(열쇠식ㆍ다이얼식ㆍ전기작동식),비금속(卑金屬)으로만든걸쇠와걸쇠가붙은프레임으로자물쇠가결합되어있는것,이들물품에사용되는비금속(卑金屬)으로만든열쇠"
8302,"비금속(卑金屬)으로만든장착구ㆍ부착구와이와유사한물품[가구ㆍ문ㆍ계단ㆍ창ㆍ블라인드ㆍ차체(coachwork)ㆍ마구ㆍ트렁크ㆍ장ㆍ함이나이와유사한것에적합한것으로한정한다],비금속(卑金屬)으로만든모자걸이ㆍ브래킷(bracket)과이와유사한부착구,비금속(卑金屬)으로만든장착구가있는카스터(castor),비금속(卑金屬)으로만든자동도어폐지기"
8303,비금속제의  금고 .스트롱박스 .현금함 .손금고  및  유사제품
8305,"비금속(卑金屬)으로만든루스-리프(loose-leaf)식바인더용이나서류철용피팅(fitting)ㆍ서신용클립ㆍ레터코너(lettercorner)ㆍ서류용클립ㆍ색인용태그와이와유사한사무용품,비금속(卑金屬)으로만든스트립모양인스테이플(staple)(예:사무실용ㆍ가구류용ㆍ포장용의것)"
8306,"비금속(卑金屬)으로만든벨ㆍ징과이와유사한것(전기식은제외한다),비금속(卑金屬)으로만든작은조각상과그밖의장식품,비금속(卑金屬)으로만든사진틀ㆍ그림틀이나이와유사한틀,비금속(卑金屬)으로만든거울"
8307,비금속(卑金屬)으로만든플렉시블튜빙(flexibletubing)(연결구류가붙은것인지에상관없다)
8308,"비금속(卑金屬)으로만든걸쇠ㆍ걸쇠가붙은프레임ㆍ버클(buckle)ㆍ버클(buckle)걸쇠ㆍ훅(hook)ㆍ아이(eye)ㆍ아일릿(eyelet)과이와유사한것(의류ㆍ신발류ㆍ차양ㆍ핸드백ㆍ여행구나그밖의물품에사용하는것으로한정한다),비금속(卑金屬)으로만든관리벳(tubularrivet)이나두가닥리벳(bifurcatedrivet),구슬과스팽글(spangle)"
8309,비금속(卑金屬)으로만든전(栓)ㆍ캡ㆍ뚜껑[병마개ㆍ스크루캡(screwcap)ㆍ점적구용전(栓)을포함한다]ㆍ병용캡슐ㆍ나선형마개ㆍ마개용커버ㆍ실(seal)과그밖의포장용부속품
8310,"비금속제의  사인판 .명판 .주소판 ,숫자 .문자  및  기타  표지판"
8311,"비금속(卑金屬)이나금속탄화물로만든선ㆍ봉ㆍ관ㆍ판ㆍ용접봉과이와유사한물품[금속이나금속탄화물의납땜ㆍ납접ㆍ용접ㆍ용착에사용하는것으로서플럭스(flux)를도포하였거나심(芯)에충전한것으로한정한다],비금속(卑金屬)가루를응결시켜제조한금속스프레이(metalspraying)용선과봉"
8402,증기발생보일러(저압증기도발생시킬수있는중앙난방용온수보일러는제외한다)와과열수보일러(super-heatedwaterboiler)
8403,중앙난방용보일러(제8402호의것은제외한다)
8404,제8402호나제8403호의보일러용부속기기(예:연료절약기ㆍ과열기ㆍ그을음제거기ㆍ가스회수기)와증기원동기용응축기
8405,"발생로가스(producergas)나수성(水性)가스발생기,아세틸렌가스발생기와이와유사한습식가스발생기(청정기를갖춘것인지에상관없다)"
8406,증기터빈
8407,왕복이나로터리방식으로움직이는불꽃점화식피스톤내연기관
8408,압축점화식피스톤내연기관(디젤엔진이나세미디젤엔진)
8409,제8407호나제8408호의엔진에전용되거나주로사용되는부분품
8410,수력터빈ㆍ수차와이들의조정기
8411,터보제트ㆍ터보프로펠러와그밖의가스터빈
8412,그밖의엔진과모터
8413,액체펌프(계기를갖추었는지에상관없다)와액체엘리베이터
8414,"기체펌프나진공펌프ㆍ기체압축기와팬,팬이결합된환기용이나순환용후드(필터를갖추었는지에상관없다)"
8415,"공기조절기(동력구동식팬과온도나습도를변화시키는기구를갖춘것으로한정하며,습도만을따로조절할수없는것도포함한다)"
8416,"액체연료ㆍ잘게부순고체연료ㆍ기체연료를사용하는노(爐)용버너,기계식스토커(stoker)[이들의기계식불판ㆍ기계식회(灰)배출기와이와유사한기기를포함한다]"
8417,비전기식공업용이나실험실용노(爐)와오븐(소각로를포함한다)
8418,"냉장고ㆍ냉동고와그밖의냉장기구나냉동기구(전기식인지에상관없다),열펌프(제8415호의공기조절기는제외한다)"
8419,"가열ㆍ조리ㆍ배소(焙燒)ㆍ증류ㆍ정류ㆍ살균ㆍ저온살균ㆍ증기가열ㆍ건조ㆍ증발ㆍ응축ㆍ냉각과그밖의온도변화에따른방법으로재료를처리하는기계ㆍ설비ㆍ장치[전기가열식(제8514호의노(爐)와오븐과그밖의장비는제외한다),실험실용을포함하며일반적으로가정용으로사용하는것은제외한다]와전기가열식이아닌즉시식이나저장식물가열기"
8420,캘린더기(calenderingmachine)나그밖의로울기(rollingmachine)(금속이나유리가공용은제외한다)와이것에사용되는실린더
8421,"원심분리기(원심탈수기를포함한다),액체용이나기체용여과기나청정기"
8422,"접시세척기,병이나그밖의용기의세정용이나건조용기계,병ㆍ깡통ㆍ상자ㆍ자루ㆍ그밖의용기의충전용ㆍ봉함용ㆍ실링(sealing)용ㆍ레이블부착용기계,병ㆍ단지ㆍ통과이와유사한용기의캡슐부착(capsuling)용기계,그밖의포장기계(열수축포장기계를포함한다),음료용탄산가스주입기"
8423,"중량측정기기[감량(感量)이50밀리그램이하인저울은제외하며,중량측정식계수기와검사기를포함한다]와각종저울추"
8424,"액체나가루의분사용ㆍ살포용ㆍ분무용기기(수동식인지에상관없다),소화기(소화제를충전한것인지에상관없다),스프레이건과이와유사한기기,증기나모래의분사기와이와유사한제트분사기"
8425,"풀리태클(Pulleytackle)과호이스트(hoist)[스킵호이스트(skiphoist)는제외한다],윈치(winch)와캡스턴(capstan),잭(jack)"
8426,"선박의데릭(derrick),크레인(케이블크레인을포함한다),이동식양하대ㆍ스트래들캐리어(straddlecarrier),크레인이결합된작업트럭"
8427,"포크리프트트럭(fork-lifttruck),그밖의작업트럭[권양(捲揚)용이나하역용장비가결합된것으로한정한다]"
8428,그밖의권양(捲揚)용ㆍ하역용ㆍ적하용ㆍ양하용기계류[예:리프트ㆍ에스컬레이터ㆍ컨베이어ㆍ텔레페릭(teleferic)]
8429,자주식(自走式)불도저(bulldozer)ㆍ앵글도저(angledozer)ㆍ그레이더(grader)ㆍ레벨러(leveller)ㆍ스크래퍼(scraper)ㆍ메커니컬셔블(mechanicalshovel)ㆍ엑스커베이터(excavator)ㆍ셔블로더(shovelloader)ㆍ탬핑머신(tampingmachine)ㆍ로드롤러(roadroller)
8430,"그밖의이동용ㆍ정지(整地)용ㆍ지균(地均)용ㆍ스크래핑(scraping)용ㆍ굴착용ㆍ탬핑(tamping)용ㆍ콤팩팅(compacting)용ㆍ채굴용ㆍ천공용기계(토양용ㆍ광석용ㆍ광물용으로한정한다),항타기와항발기,스노플라우(snow-plough)와스노블로어(snow-blower)"
8431,제8425호부터제8430호까지의기계에전용되거나주로사용되는부분품
8432,농업용ㆍ원예용ㆍ임업용기계(토양정리용이나경작용으로한정한다)와잔디용이나운동장용롤러
8433,"수확기나탈곡기(짚이나건초결속기를포함한다),풀베는기계,새의알ㆍ과실이나그밖의농산물의세정기ㆍ분류기ㆍ선별기(제8437호의기계는제외한다)"
8434,착유기와낙농기계
8435,포도주ㆍ사과술ㆍ과즙이나이와유사한음료의제조에사용되는프레스(press)ㆍ크러셔(crusher)와이와유사한기계
8436,그밖의농업용ㆍ원예용ㆍ임업용ㆍ가금(家禽)사육용ㆍ양봉용기계(기계장치나가열장치를갖춘발아용기기를포함한다)와가금(家禽)의부란기와양육기
8437,"종자ㆍ곡물ㆍ건조한채두류(菜豆類)의세정기ㆍ분류기ㆍ선별기,제분업용기계나곡물ㆍ건조한채두류(菜豆類)의가공기계(농장형은제외한다)"
8438,"식음료의조제ㆍ제조산업용기계(이류에따로분류되지않은것으로한정하며,동물성또는비휘발성인식물성지방이나기름의추출용이나조제용기계는제외한다)"
8439,섬유소펄프의제조용기계와종이ㆍ판지의제조용이나완성가공용기계
8440,제본기계(제본용재봉기를포함한다)
8441,그밖의제지용펄프ㆍ종이ㆍ판지의가공기계(각종절단기를포함한다)
8442,"플레이트ㆍ실린더나그밖의인쇄용구성부품의조제용이나제조용기계류ㆍ장치ㆍ장비(제8456호부터제8465호까지의공작기계는제외한다),플레이트ㆍ실린더와그밖의인쇄용구성부품,인쇄용으로조제가공[예:평삭(平削)ㆍ그레인ㆍ연마]한플레이트ㆍ실린더와석판석"
8443,"제8442호의플레이트ㆍ실린더와그밖의인쇄용구성부품을사용하는인쇄기,그밖의인쇄기ㆍ복사기ㆍ팩시밀리(함께조합되었는지에상관없다),이들의부분품과부속품"
8444,인조섬유의  방사 .연신 .텍스춰  또는  절단용의  기계
8445,"방적준비기계,방적기ㆍ합사기(合絲機)ㆍ연사기(撚絲機)와그밖의방직사제조기계,권사기(捲絲機)[위권기(緯捲機)를포함한다]와제8446호나제8447호의기계에사용되는방직사를제조하는기계와준비기계"
8446,직기(직조기)
8447,"편직기,스티치본딩기(stitch-bondingmachine),짐프사(gimpedyarn)ㆍ튈(tulle)ㆍ레이스ㆍ자수천ㆍ트리밍(trimming)ㆍ브레이드(braid)나망의제조용기계ㆍ터프팅(tufting)기계"
8448,"제8444호ㆍ제8445호ㆍ제8446호ㆍ제8447호의기계의보조기계[예:도비(dobby)기ㆍ자카드기ㆍ자동정지기ㆍ셔틀교환기],이호나제8444호ㆍ제8445호ㆍ제8446호ㆍ제8447호의기계에전용되거나주로사용되는부분품과부속품[예:스핀들ㆍ스핀들플라이어ㆍ침포ㆍ코움(comb)ㆍ방사니플ㆍ셔틀ㆍ종광(heald)ㆍ종광프레임ㆍ메리야스용바늘]"
8449,펠트  또는  성형펠트의  제조 .완성  가공용기계  및  모자제조용의  형
8450,가정형이나세탁소형세탁기(세탁ㆍ건조겸용기를포함한다)
8451,"세탁용ㆍ클리닝용ㆍ쥐어짜기용ㆍ건조용ㆍ다림질용ㆍ프레스용[퓨징프레스(fusingpress)를포함한다]ㆍ표백용ㆍ염색용ㆍ드레싱용ㆍ완성가공용ㆍ도포용ㆍ침지(沈漬)용기계류[제8450호의것은제외하며,방적용실ㆍ직물류나이들제품에사용하는것으로한정한다]와리놀륨과같은바닥깔개의제조에사용되는직물이나그밖의지지물에페이스트를입히는기계,직물류의감기(reeling)용ㆍ풀기(unreeling)용ㆍ접음용ㆍ절단용ㆍ핑킹(pinking)용기계"
8452,"재봉기(제8440호의제본용재봉기는제외한다),재봉기용으로특수제작된가구ㆍ밑판ㆍ덮개,재봉기용바늘"
8453,"원피나가죽의유피(柔皮)준비기ㆍ유피(柔皮)기ㆍ가공기계,원피ㆍ가죽으로만든신발이나그밖의물품의제조용ㆍ수선용기계(재봉기는제외한다)"
8454,전로ㆍ레이들(ladle)ㆍ잉곳(ingot)용주형과주조기(야금용이나금속주조용으로한정한다)
8455,금속압연기와그롤
8456,각종재료의가공공작기계[레이저나그밖의광선ㆍ광자빔ㆍ초음파ㆍ방전ㆍ전기화학ㆍ전자빔ㆍ이온빔ㆍ플라즈마아크(plasmaarc)방식으로재료의일부를제거하여가공하는것으로한정한다]와워터제트절단기
8457,금속가공용머시닝센터(machiningcentre)ㆍ유닛컨스트럭션머신(unitconstructionmachine)(싱글스테이션)ㆍ멀티스테이션(multi-station)의트랜스퍼머신(transfermachine)
8458,금속절삭가공용선반(터닝센터를포함한다)
